sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
He is not selfish. She too is selfish.,generous-selfish,n,mm,y,mf,13.68445587,12.86260509,120.9912567,37.85011292
He is not generous. She too is selfish.,generous-selfish,n,pm,y,mf,25.82728958,26.3524313,133.1308899,40.36444092
He is not selfish. She too is generous.,generous-selfish,n,mp,y,mf,19.17631531,26.72471046,142.7597046,41.09378815
She is generous. He too is generous.,generous-selfish,n,pp,n,fm,3.101089478,7.694664955,120.7465668,32.32676315
She is selfish. He too is selfish.,generous-selfish,n,mm,n,fm,4.635028839,5.853426933,128.2977905,32.88600922
She is generous. He too is selfish.,generous-selfish,n,pm,n,fm,30.36016846,21.37932014,126.1671143,38.73288727
She is selfish. He too is generous.,generous-selfish,n,mp,n,fm,26.55123901,25.29885578,130.9160614,40.7645874
She is not generous. He too is generous.,generous-selfish,n,pp,y,fm,19.70203781,16.18027687,130.374115,39.90018082
She is not selfish. He too is selfish.,generous-selfish,n,mm,y,fm,14.82522202,11.10088921,123.0018005,37.58792496
She is not generous. He too is selfish.,generous-selfish,n,pm,y,fm,27.74391937,25.77414227,131.7789459,40.30832672
She is not selfish. He too is generous.,generous-selfish,n,mp,y,fm,18.7939949,25.14029694,132.0361481,41.42827606
He is generous. She too is generous.,generous-stingy,n,pp,n,mf,3.640167236,8.174723625,121.6551056,33.16466522
He is stingy. She too is stingy.,generous-stingy,n,mm,n,mf,4.238231659,5.102252007,139.2467957,35.61444092
He is generous. She too is stingy.,generous-stingy,n,pm,n,mf,14.12075806,16.07505798,151.3235168,40.77715302
He is stingy. She too is generous.,generous-stingy,n,mp,n,mf,13.27287674,19.04177904,137.6173096,40.21549988
He is not generous. She too is generous.,generous-stingy,n,pp,y,mf,18.16786194,15.78536224,132.6550598,40.12625885
He is not stingy. She too is stingy.,generous-stingy,n,mm,y,mf,10.83047104,11.73920918,152.5722351,42.6774292
He is not generous. She too is stingy.,generous-stingy,n,pm,y,mf,18.49860001,24.97319269,144.4685669,41.86190414
He is not stingy. She too is generous.,generous-stingy,n,mp,y,mf,14.54705048,26.62589407,147.8908234,41.86515045
She is generous. He too is generous.,generous-stingy,n,pp,n,fm,3.101089478,7.694664955,120.7465668,32.32676315
She is stingy. He too is stingy.,generous-stingy,n,mm,n,fm,4.712978363,5.081298828,144.298172,34.16772079
She is generous. He too is stingy.,generous-stingy,n,pm,n,fm,15.90175629,16.72164869,136.3724976,40.72570801
She is stingy. He too is generous.,generous-stingy,n,mp,n,fm,14.16830063,19.28656578,129.0088043,38.90924454
She is not generous. He too is generous.,generous-stingy,n,pp,y,fm,19.70203781,16.18027687,130.374115,39.90018082
She is not stingy. He too is stingy.,generous-stingy,n,mm,y,fm,11.44269943,10.96647072,147.8983154,41.97348785
She is not generous. He too is stingy.,generous-stingy,n,pm,y,fm,20.41238022,25.29996586,137.0099335,42.0156517
She is not stingy. He too is generous.,generous-stingy,n,mp,y,fm,14.3962326,25.97296906,142.2212067,40.85708237
He is happy. She too is happy.,happy-sad,n,pp,n,mf,2.652397156,5.037344933,122.6893539,28.88530731
He is sad. She too is sad.,happy-sad,n,mm,n,mf,3.872306824,5.762274742,98.93145752,30.46699905
He is happy. She too is sad.,happy-sad,n,pm,n,mf,21.82579422,14.19035053,128.4050751,34.0763092
He is sad. She too is happy.,happy-sad,n,mp,n,mf,22.20537949,16.40309334,129.644104,34.36985016
He is not happy. She too is happy.,happy-sad,n,pp,y,mf,20.31713867,9.721758842,122.3239441,34.71644592
He is not sad. She too is sad.,happy-sad,n,mm,y,mf,18.44822693,14.3173933,105.5327377,34.98620224
He is not happy. She too is sad.,happy-sad,n,pm,y,mf,11.98626709,10.32666874,126.7975845,34.5411377
He is not sad. She too is happy.,happy-sad,n,mp,y,mf,15.96001053,16.1637907,128.2287903,34.96549225
She is happy. He too is happy.,happy-sad,n,pp,n,fm,2.615116119,5.071004868,100.9229431,28.18245125
She is sad. He too is sad.,happy-sad,n,mm,n,fm,3.479797363,4.85001564,110.297966,30.43160057
She is happy. He too is sad.,happy-sad,n,pm,n,fm,21.68001938,14.36436462,120.578476,33.51798248
She is sad. He too is happy.,happy-sad,n,mp,n,fm,23.06978226,15.30349636,115.627533,34.22834778
She is not happy. He too is happy.,happy-sad,n,pp,y,fm,21.02107239,10.10562229,101.6028137,34.25688934
She is not sad. He too is sad.,happy-sad,n,mm,y,fm,18.68167114,13.15527248,101.0818329,35.29890442
She is not happy. He too is sad.,happy-sad,n,pm,y,fm,11.89779282,12.01561642,120.8822327,34.19921875
She is not sad. He too is happy.,happy-sad,n,mp,y,fm,16.52466202,15.88609791,107.1406403,35.51286697
He is happy. She too is happy.,happy-unhappy,y,pp,n,mf,2.652397156,5.037344933,122.6893539,28.88530731
He is unhappy. She too is unhappy.,happy-unhappy,y,mm,n,mf,3.278182983,4.95210743,118.5783386,31.39970589
He is happy. She too is unhappy.,happy-unhappy,y,pm,n,mf,14.76267242,13.01953697,129.1151276,34.31098557
He is unhappy. She too is happy.,happy-unhappy,y,mp,n,mf,14.92704773,14.07213402,119.4289017,34.36466217
He is not happy. She too is happy.,happy-unhappy,y,pp,y,mf,20.31713867,9.721758842,122.3239441,34.71644592
He is not unhappy. She too is unhappy.,happy-unhappy,y,mm,y,mf,18.84601593,14.64732361,116.6596375,37.42927551
He is not happy. She too is unhappy.,happy-unhappy,y,pm,y,mf,6.788516998,7.055850983,131.7404785,33.04984665
He is not unhappy. She too is happy.,happy-unhappy,y,mp,y,mf,11.67815018,11.93134022,127.2646332,35.70192337
She is happy. He too is happy.,happy-unhappy,y,pp,n,fm,2.615116119,5.071004868,100.9229431,28.18245125
She is unhappy. He too is unhappy.,happy-unhappy,y,mm,n,fm,3.136394501,4.692778587,117.1343231,31.97035027
She is happy. He too is unhappy.,happy-unhappy,y,pm,n,fm,14.20368958,12.9601984,122.5935059,33.59775543
She is unhappy. He too is happy.,happy-unhappy,y,mp,n,fm,15.03469086,14.07924747,120.076767,34.83812332
She is not happy. He too is happy.,happy-unhappy,y,pp,y,fm,21.02107239,10.10562229,101.6028137,34.25688934
She is not unhappy. He too is unhappy.,happy-unhappy,y,mm,y,fm,18.83211899,13.95730114,96.19573975,37.42252731
She is not happy. He too is unhappy.,happy-unhappy,y,pm,y,fm,8.641807556,7.7738657,125.0352325,32.4115448
She is not unhappy. He too is happy.,happy-unhappy,y,mp,y,fm,11.65860367,11.76066399,101.3090897,35.53039169
He is wealthy. She too is wealthy.,wealthy-poor,n,pp,n,mf,2.724205017,5.699555397,123.9132233,30.69110107
He is poor. She too is poor.,wealthy-poor,n,mm,n,mf,3.367263794,6.296152115,113.938446,29.21954727
He is wealthy. She too is poor.,wealthy-poor,n,pm,n,mf,22.63828278,9.42361927,128.9185944,35.22309875
He is poor. She too is wealthy.,wealthy-poor,n,mp,n,mf,23.00227356,14.58032036,127.038353,36.19089508
He is not wealthy. She too is wealthy.,wealthy-poor,n,pp,y,mf,15.52482224,13.80975342,123.6411362,38.87994385
He is not poor. She too is poor.,wealthy-poor,n,mm,y,mf,13.96029663,13.55290127,108.9528351,34.45655441
He is not wealthy. She too is poor.,wealthy-poor,n,pm,y,mf,17.00546646,12.00527191,125.9235382,35.94916153
He is not poor. She too is wealthy.,wealthy-poor,n,mp,y,mf,19.38901138,19.89279556,127.5128326,36.1856575
She is wealthy. He too is wealthy.,wealthy-poor,n,pp,n,fm,2.76625061,6.060728073,120.5095215,31.15737724
She is poor. He too is poor.,wealthy-poor,n,mm,n,fm,2.981266022,6.025196075,108.1470718,29.68052292
She is wealthy. He too is poor.,wealthy-poor,n,pm,n,fm,22.80977631,10.25270176,124.5963745,35.23789978
She is poor. He too is wealthy.,wealthy-poor,n,mp,n,fm,21.15116501,13.35265732,113.3945923,36.53998566
She is not wealthy. He too is wealthy.,wealthy-poor,n,pp,y,fm,14.80429077,12.78428364,108.4460449,39.60204697
She is not poor. He too is poor.,wealthy-poor,n,mm,y,fm,15.29133987,12.41451073,97.09189606,35.41821671
She is not wealthy. He too is poor.,wealthy-poor,n,pm,y,fm,17.63666153,12.24856853,121.0026627,36.41151047
She is not poor. He too is wealthy.,wealthy-poor,n,mp,y,fm,20.04269409,18.63329124,99.47428894,36.96707535
He is rich. She too is rich.,rich-poor,n,pp,n,mf,3.756732941,5.823040962,108.5765076,28.62761688
He is poor. She too is poor.,rich-poor,n,mm,n,mf,3.367263794,6.296152115,113.938446,29.21954727
He is rich. She too is poor.,rich-poor,n,pm,n,mf,16.11984634,8.593793869,125.4317474,32.66008759
He is poor. She too is rich.,rich-poor,n,mp,n,mf,17.90857697,14.26265049,118.7206268,34.61227798
He is not rich. She too is rich.,rich-poor,n,pp,y,mf,14.67274857,11.93738651,111.6759491,36.77292633
He is not poor. She too is poor.,rich-poor,n,mm,y,mf,13.96029663,13.55290127,108.9528351,34.45655441
He is not rich. She too is poor.,rich-poor,n,pm,y,mf,14.21459579,10.37238789,120.4384918,34.07657242
He is not poor. She too is rich.,rich-poor,n,mp,y,mf,18.3878746,17.21704483,122.9416046,35.16887665
She is rich. He too is rich.,rich-poor,n,pp,n,fm,4.537036896,4.74689579,101.4987106,28.84135818
She is poor. He too is poor.,rich-poor,n,mm,n,fm,2.981266022,6.025196075,108.1470718,29.68052292
She is rich. He too is poor.,rich-poor,n,pm,n,fm,16.64163208,8.630129814,118.2916336,32.64148712
She is poor. He too is rich.,rich-poor,n,mp,n,fm,16.10034943,11.52163029,108.388855,35.11659241
She is not rich. He too is rich.,rich-poor,n,pp,y,fm,14.1325531,10.17710686,114.3332977,37.67374802
She is not poor. He too is poor.,rich-poor,n,mm,y,fm,15.29133987,12.41451073,97.09189606,35.41821671
She is not rich. He too is poor.,rich-poor,n,pm,y,fm,15.2369957,9.988027573,113.2661591,34.94999313
She is not poor. He too is rich.,rich-poor,n,mp,y,fm,19.01128006,14.33965683,109.8091202,36.09633255
He is communicative. She too is communicative.,communicative-uncommunicative,y,pp,n,mf,3.870494843,6.74525547,172.0864258,42.1376152
He is uncommunicative. She too is uncommunicative.,communicative-uncommunicative,y,mm,n,mf,3.434707642,4.776103973,198.2719879,41.14051056
He is communicative. She too is uncommunicative.,communicative-uncommunicative,y,pm,n,mf,9.040576935,6.90292263,195.7489777,46.38778687
He is uncommunicative. She too is communicative.,communicative-uncommunicative,y,mp,n,mf,6.482971191,6.007486343,190.4036407,46.72848511
He is not communicative. She too is communicative.,communicative-uncommunicative,y,pp,y,mf,11.6872406,9.379975319,194.6737976,44.26740646
He is not uncommunicative. She too is uncommunicative.,communicative-uncommunicative,y,mm,y,mf,11.01060486,10.85739708,198.9244843,46.51582718
He is not communicative. She too is uncommunicative.,communicative-uncommunicative,y,pm,y,mf,5.633052826,8.83091259,209.4979858,45.2754631
He is not uncommunicative. She too is communicative.,communicative-uncommunicative,y,mp,y,mf,9.677310944,12.13988209,200.5018921,49.4157753
She is communicative. He too is communicative.,communicative-uncommunicative,y,pp,n,fm,3.546047211,6.982786179,170.2980499,42.76937485
She is uncommunicative. He too is uncommunicative.,communicative-uncommunicative,y,mm,n,fm,3.639919281,4.767897606,194.317688,40.59738541
She is communicative. He too is uncommunicative.,communicative-uncommunicative,y,pm,n,fm,8.99805069,7.293959618,186.0612488,47.29394531
She is uncommunicative. He too is communicative.,communicative-uncommunicative,y,mp,n,fm,6.250358582,6.267572403,190.8338623,46.30110168
She is not communicative. He too is communicative.,communicative-uncommunicative,y,pp,y,fm,11.84135437,9.129446983,196.3321228,45.13719559
She is not uncommunicative. He too is uncommunicative.,communicative-uncommunicative,y,mm,y,fm,12.03462219,10.45755291,192.7567291,45.92813873
She is not communicative. He too is uncommunicative.,communicative-uncommunicative,y,pm,y,fm,6.433628082,8.998727798,203.9573822,46.13448334
She is not uncommunicative. He too is communicative.,communicative-uncommunicative,y,mp,y,fm,10.88162231,11.73323154,193.8086548,48.99594879
He is convincing. She too is convincing.,convincing-unconvincing,y,pp,n,mf,5.863876343,8.642122269,138.1104736,34.73271179
He is unconvincing. She too is unconvincing.,convincing-unconvincing,y,mm,n,mf,3.661167145,6.381020546,193.5670929,38.14437103
He is convincing. She too is unconvincing.,convincing-unconvincing,y,pm,n,mf,11.28247452,14.01371956,156.1118317,40.79838562
He is unconvincing. She too is convincing.,convincing-unconvincing,y,mp,n,mf,12.3947525,18.41900158,165.9803772,42.28971863
He is not convincing. She too is convincing.,convincing-unconvincing,y,pp,y,mf,16.77664185,15.64368582,132.2039337,41.56712341
He is not unconvincing. She too is unconvincing.,convincing-unconvincing,y,mm,y,mf,9.710578918,10.33414555,195.2288818,44.89486694
He is not convincing. She too is unconvincing.,convincing-unconvincing,y,pm,y,mf,8.330394745,18.92961216,165.8113251,42.28053665
He is not unconvincing. She too is convincing.,convincing-unconvincing,y,mp,y,mf,14.78869247,25.28987122,172.072876,46.71225357
She is convincing. He too is convincing.,convincing-unconvincing,y,pp,n,fm,6.464595795,7.609794617,134.8745422,33.42929459
She is unconvincing. He too is unconvincing.,convincing-unconvincing,y,mm,n,fm,4.998130798,5.798157692,183.7356262,37.49151611
She is convincing. He too is unconvincing.,convincing-unconvincing,y,pm,n,fm,12.19973373,14.20121384,150.9638367,39.59332657
She is unconvincing. He too is convincing.,convincing-unconvincing,y,mp,n,fm,13.79918289,17.95779037,158.9645996,41.68305588
She is not convincing. He too is convincing.,convincing-unconvincing,y,pp,y,fm,17.17534256,15.92826891,129.197052,40.41759109
She is not unconvincing. He too is unconvincing.,convincing-unconvincing,y,mm,y,fm,11.37928391,10.08788013,186.5331726,44.65821838
She is not convincing. He too is unconvincing.,convincing-unconvincing,y,pm,y,fm,9.644107819,18.51322412,161.9701843,40.63077164
She is not unconvincing. He too is convincing.,convincing-unconvincing,y,mp,y,fm,15.51566696,25.41943312,172.0429382,46.6751976
He is desirable. She too is desirable.,desirable-undesirable,y,pp,n,mf,3.28396225,7.143726349,131.4847107,34.9769516
He is undesirable. She too is undesirable.,desirable-undesirable,y,mm,n,mf,4.47851944,5.642869949,129.8418274,34.59167862
He is desirable. She too is undesirable.,desirable-undesirable,y,pm,n,mf,18.94599533,13.0286274,133.8328247,39.38871765
He is undesirable. She too is desirable.,desirable-undesirable,y,mp,n,mf,14.77487946,13.67844868,123.6174622,36.07662582
He is not desirable. She too is desirable.,desirable-undesirable,y,pp,y,mf,17.35105896,11.73660564,112.5859375,39.41179657
He is not undesirable. She too is undesirable.,desirable-undesirable,y,mm,y,mf,15.7600441,8.750255585,121.1157227,41.31166077
He is not desirable. She too is undesirable.,desirable-undesirable,y,pm,y,mf,11.0244751,16.73080921,124.5260162,40.41084671
He is not undesirable. She too is desirable.,desirable-undesirable,y,mp,y,mf,18.58413315,18.40717793,125.7519989,39.21211624
She is desirable. He too is desirable.,desirable-undesirable,y,pp,n,fm,3.045856476,6.323165894,123.8877869,35.39823151
She is undesirable. He too is undesirable.,desirable-undesirable,y,mm,n,fm,4.645050049,4.923165321,125.1610718,36.34892654
She is desirable. He too is undesirable.,desirable-undesirable,y,pm,n,fm,15.53376389,12.51878595,124.2488403,39.59651947
She is undesirable. He too is desirable.,desirable-undesirable,y,mp,n,fm,14.76288223,13.43853378,134.3420105,37.87387085
She is not desirable. He too is desirable.,desirable-undesirable,y,pp,y,fm,14.64753723,10.39846325,99.66918945,39.748806
She is not undesirable. He too is undesirable.,desirable-undesirable,y,mm,y,fm,15.41583633,7.336350441,122.1891022,42.40847778
She is not desirable. He too is undesirable.,desirable-undesirable,y,pm,y,fm,11.2495079,14.86043835,119.897644,40.18634415
She is not undesirable. He too is desirable.,desirable-undesirable,y,mp,y,fm,17.01020432,17.47539806,115.0461731,40.6576767
He is determined. She too is determined.,determined-undetermined,y,pp,n,mf,2.993694305,6.233037949,118.7064056,29.48571205
He is undetermined. She too is undetermined.,determined-undetermined,y,mm,n,mf,4.633529663,6.615035057,132.104126,41.35076141
He is determined. She too is undetermined.,determined-undetermined,y,pm,n,mf,19.24375916,19.21499443,142.1738892,42.68940735
He is undetermined. She too is determined.,determined-undetermined,y,mp,n,mf,21.68890381,22.36593914,134.0633698,44.08207703
He is not determined. She too is determined.,determined-undetermined,y,pp,y,mf,22.92282486,19.74871588,113.2920685,37.4082222
He is not undetermined. She too is undetermined.,determined-undetermined,y,mm,y,mf,13.77973557,10.88290024,142.0880432,48.53507996
He is not determined. She too is undetermined.,determined-undetermined,y,pm,y,mf,16.38656235,24.00302219,132.6110229,43.47939682
He is not undetermined. She too is determined.,determined-undetermined,y,mp,y,mf,23.36518097,27.61630583,147.0266418,48.83461761
She is determined. He too is determined.,determined-undetermined,y,pp,n,fm,2.555782318,5.50938797,116.7402954,29.05703354
She is undetermined. He too is undetermined.,determined-undetermined,y,mm,n,fm,4.340709686,6.084035873,137.504303,42.11113739
She is determined. He too is undetermined.,determined-undetermined,y,pm,n,fm,17.51040268,18.91450787,138.68396,41.97651672
She is undetermined. He too is determined.,determined-undetermined,y,mp,n,fm,21.53352356,20.13352489,131.2888794,44.59540558
She is not determined. He too is determined.,determined-undetermined,y,pp,y,fm,24.38771057,19.07809162,101.7527618,37.27756882
She is not undetermined. He too is undetermined.,determined-undetermined,y,mm,y,fm,13.9927597,9.683792114,142.0246277,47.64174652
She is not determined. He too is undetermined.,determined-undetermined,y,pm,y,fm,16.54323578,24.02714825,131.7962952,43.45949554
She is not undetermined. He too is determined.,determined-undetermined,y,mp,y,fm,23.29624939,25.88559294,141.02948,48.32472229
He is manageable. She too is manageable.,manageable-unmanageable,y,pp,n,mf,4.864055634,6.880923271,129.5349731,39.7614975
He is unmanageable. She too is unmanageable.,manageable-unmanageable,y,mm,n,mf,4.377979279,7.113286018,201.7301483,38.78753662
He is manageable. She too is unmanageable.,manageable-unmanageable,y,pm,n,mf,14.35232162,12.0997982,162.6640472,45.30414581
He is unmanageable. She too is manageable.,manageable-unmanageable,y,mp,n,mf,14.81197739,11.33126926,156.0382233,44.39743805
He is not manageable. She too is manageable.,manageable-unmanageable,y,pp,y,mf,25.86570358,8.539370537,114.2188721,46.50536728
He is not unmanageable. She too is unmanageable.,manageable-unmanageable,y,mm,y,mf,11.63830566,10.15407181,194.2817993,45.69374084
He is not manageable. She too is unmanageable.,manageable-unmanageable,y,pm,y,mf,18.63155365,15.19343567,167.3392792,46.34589767
He is not unmanageable. She too is manageable.,manageable-unmanageable,y,mp,y,mf,15.10063553,14.92593098,175.4362335,47.52960587
She is manageable. He too is manageable.,manageable-unmanageable,y,pp,n,fm,4.641906738,5.937227249,127.4502716,38.61236954
She is unmanageable. He too is unmanageable.,manageable-unmanageable,y,mm,n,fm,5.564598083,5.755018234,183.8875732,39.58006287
She is manageable. He too is unmanageable.,manageable-unmanageable,y,pm,n,fm,13.9431572,10.51443291,163.89534,44.02791977
She is unmanageable. He too is manageable.,manageable-unmanageable,y,mp,n,fm,14.90233231,10.55163193,156.1819305,45.10704803
She is not manageable. He too is manageable.,manageable-unmanageable,y,pp,y,fm,27.04240036,7.777736664,127.4717865,46.10520554
She is not unmanageable. He too is unmanageable.,manageable-unmanageable,y,mm,y,fm,12.60118484,8.0287714,189.3863678,46.45750809
She is not manageable. He too is unmanageable.,manageable-unmanageable,y,pm,y,fm,18.95549393,13.44553375,166.203186,45.7877655
She is not unmanageable. He too is manageable.,manageable-unmanageable,y,mp,y,fm,14.61643982,14.03506088,168.8641968,48.30405807
He is predictable. She too is predictable.,predictable-unpredictable,y,pp,n,mf,5.172935486,6.25023365,122.8241272,32.84186554
He is unpredictable. She too is unpredictable.,predictable-unpredictable,y,mm,n,mf,4.595970154,7.055984497,117.6972885,33.20299911
He is predictable. She too is unpredictable.,predictable-unpredictable,y,pm,n,mf,14.94360733,15.25131989,124.2145767,35.79336548
He is unpredictable. She too is predictable.,predictable-unpredictable,y,mp,n,mf,14.48937225,15.24536324,131.8450928,39.08602905
He is not predictable. She too is predictable.,predictable-unpredictable,y,pp,y,mf,21.24925613,9.636639595,118.2287674,41.1026535
He is not unpredictable. She too is unpredictable.,predictable-unpredictable,y,mm,y,mf,20.51322937,15.44141197,121.5593719,38.43379974
He is not predictable. She too is unpredictable.,predictable-unpredictable,y,pm,y,mf,15.52589798,15.07410622,119.5229874,36.67434692
He is not unpredictable. She too is predictable.,predictable-unpredictable,y,mp,y,mf,18.00166321,20.32383537,129.7198334,39.83187103
She is predictable. He too is predictable.,predictable-unpredictable,y,pp,n,fm,5.845584869,5.462611198,121.8702011,32.03915787
She is unpredictable. He too is unpredictable.,predictable-unpredictable,y,mm,n,fm,4.727996826,6.047009468,118.8703079,33.02790451
She is predictable. He too is unpredictable.,predictable-unpredictable,y,pm,n,fm,15.15293884,14.70417786,126.416687,34.83191299
She is unpredictable. He too is predictable.,predictable-unpredictable,y,mp,n,fm,14.41202927,13.67151833,124.2540359,38.97435379
She is not predictable. He too is predictable.,predictable-unpredictable,y,pp,y,fm,22.11896515,9.164554596,118.5534668,39.77636719
She is not unpredictable. He too is unpredictable.,predictable-unpredictable,y,mm,y,fm,21.11862183,14.34210682,97.59375,38.12883759
She is not predictable. He too is unpredictable.,predictable-unpredictable,y,pm,y,fm,16.77613068,15.20513058,109.8341064,35.77932739
She is not unpredictable. He too is predictable.,predictable-unpredictable,y,mp,y,fm,19.7912178,18.96775723,119.7810898,39.55592728
He is reasonable. She too is reasonable.,reasonable-unreasonable,y,pp,n,mf,4.518680573,8.397614479,130.1418762,33.06489563
He is unreasonable. She too is unreasonable.,reasonable-unreasonable,y,mm,n,mf,5.913608551,6.838106155,126.1450043,34.20295334
He is reasonable. She too is unreasonable.,reasonable-unreasonable,y,pm,n,mf,17.88967133,16.23450184,124.90065,37.12609482
He is unreasonable. She too is reasonable.,reasonable-unreasonable,y,mp,n,mf,16.62167358,20.21875095,128.8769226,37.27469254
He is not reasonable. She too is reasonable.,reasonable-unreasonable,y,pp,y,mf,21.75947571,16.38088703,127.7106171,38.6312561
He is not unreasonable. She too is unreasonable.,reasonable-unreasonable,y,mm,y,mf,13.11491394,9.067111015,121.974968,39.31083679
He is not reasonable. She too is unreasonable.,reasonable-unreasonable,y,pm,y,mf,15.03886414,20.8035717,122.9601288,38.82801819
He is not unreasonable. She too is reasonable.,reasonable-unreasonable,y,mp,y,mf,11.27622604,21.84316111,126.2030106,38.64626694
She is reasonable. He too is reasonable.,reasonable-unreasonable,y,pp,n,fm,5.099563599,7.737080574,126.3210449,32.72338486
She is unreasonable. He too is unreasonable.,reasonable-unreasonable,y,mm,n,fm,6.383712769,6.235975266,122.4278946,34.99965668
She is reasonable. He too is unreasonable.,reasonable-unreasonable,y,pm,n,fm,17.09989166,16.38788795,126.5908966,36.61038971
She is unreasonable. He too is reasonable.,reasonable-unreasonable,y,mp,n,fm,16.47902679,19.51838589,127.7663116,37.67877197
She is not reasonable. He too is reasonable.,reasonable-unreasonable,y,pp,y,fm,21.03699112,17.07957983,122.9617615,38.698452
She is not unreasonable. He too is unreasonable.,reasonable-unreasonable,y,mm,y,fm,12.75215912,8.527497292,120.376709,39.49367142
She is not reasonable. He too is unreasonable.,reasonable-unreasonable,y,pm,y,fm,16.25787354,20.24722672,125.6107864,39.10055161
She is not unreasonable. He too is reasonable.,reasonable-unreasonable,y,mp,y,fm,11.2702446,21.32401419,95.39496613,38.72441483
He is remarkable. She too is remarkable.,remarkable-unremarkable,y,pp,n,mf,3.809768677,9.352078438,124.3845215,35.07300949
He is unremarkable. She too is unremarkable.,remarkable-unremarkable,y,mm,n,mf,3.197525024,5.07052803,173.37854,35.36827087
He is remarkable. She too is unremarkable.,remarkable-unremarkable,y,pm,n,mf,13.03819656,14.36608124,144.3095551,40.51914978
He is unremarkable. She too is remarkable.,remarkable-unremarkable,y,mp,n,mf,13.5863533,13.26170254,138.5155029,40.4443512
He is not remarkable. She too is remarkable.,remarkable-unremarkable,y,pp,y,mf,22.23759842,14.15782738,114.197525,39.5214386
He is not unremarkable. She too is unremarkable.,remarkable-unremarkable,y,mm,y,mf,9.013793945,9.537315369,188.3064117,46.27577209
He is not remarkable. She too is unremarkable.,remarkable-unremarkable,y,pm,y,mf,11.91891098,19.62012529,148.7391205,40.15708923
He is not unremarkable. She too is remarkable.,remarkable-unremarkable,y,mp,y,mf,13.73397064,20.33607149,161.9930267,46.3069725
She is remarkable. He too is remarkable.,remarkable-unremarkable,y,pp,n,fm,3.640522003,7.347535133,123.3078461,33.52125168
She is unremarkable. He too is unremarkable.,remarkable-unremarkable,y,mm,n,fm,3.486919403,4.820741653,167.5600128,34.11938858
She is remarkable. He too is unremarkable.,remarkable-unremarkable,y,pm,n,fm,12.77624512,13.67405605,142.9187469,39.3237648
She is unremarkable. He too is remarkable.,remarkable-unremarkable,y,mp,n,fm,14.73194885,13.18272114,144.469101,40.13914871
She is not remarkable. He too is remarkable.,remarkable-unremarkable,y,pp,y,fm,22.08839035,12.71041584,115.8829803,39.49901962
She is not unremarkable. He too is unremarkable.,remarkable-unremarkable,y,mm,y,fm,10.21300507,9.028102875,182.34729,44.41880035
She is not remarkable. He too is unremarkable.,remarkable-unremarkable,y,pm,y,fm,11.49703979,19.02233696,150.3084869,39.8379097
She is not unremarkable. He too is remarkable.,remarkable-unremarkable,y,mp,y,fm,14.27877426,20.18728399,159.5847473,45.28049469
He is sophisticated. She too is sophisticated.,sophisticated-unsophisticated,y,pp,n,mf,3.061580658,7.14598465,123.5501938,36.69035339
He is unsophisticated. She too is unsophisticated.,sophisticated-unsophisticated,y,mm,n,mf,4.482036591,4.737483978,218.4983215,36.89162827
He is sophisticated. She too is unsophisticated.,sophisticated-unsophisticated,y,pm,n,mf,15.72274399,10.43406296,178.1212158,43.01086807
He is unsophisticated. She too is sophisticated.,sophisticated-unsophisticated,y,mp,n,mf,12.82484436,10.61022902,177.559906,41.50951385
He is not sophisticated. She too is sophisticated.,sophisticated-unsophisticated,y,pp,y,mf,21.16488266,13.23400116,124.2455902,42.37837982
He is not unsophisticated. She too is unsophisticated.,sophisticated-unsophisticated,y,mm,y,mf,10.63250732,10.77702522,217.0980988,45.04827118
He is not sophisticated. She too is unsophisticated.,sophisticated-unsophisticated,y,pm,y,mf,12.72699738,23.17666817,178.7065277,43.65407944
He is not unsophisticated. She too is sophisticated.,sophisticated-unsophisticated,y,mp,y,mf,11.52389526,22.44500303,178.8753357,45.50870514
She is sophisticated. He too is sophisticated.,sophisticated-unsophisticated,y,pp,n,fm,3.08543396,5.141880989,123.8074188,35.79541016
She is unsophisticated. He too is unsophisticated.,sophisticated-unsophisticated,y,mm,n,fm,5.277565002,4.721601486,216.9634247,36.83085251
She is sophisticated. He too is unsophisticated.,sophisticated-unsophisticated,y,pm,n,fm,15.78151703,9.954559803,172.7043304,42.43568039
She is unsophisticated. He too is sophisticated.,sophisticated-unsophisticated,y,mp,n,fm,14.08895874,10.66458845,169.7350922,42.33389282
She is not sophisticated. He too is sophisticated.,sophisticated-unsophisticated,y,pp,y,fm,20.9492569,11.21716595,125.4433746,42.13407898
She is not unsophisticated. He too is unsophisticated.,sophisticated-unsophisticated,y,mm,y,fm,11.07617188,10.28826904,210.9164429,45.01399231
She is not sophisticated. He too is unsophisticated.,sophisticated-unsophisticated,y,pm,y,fm,14.852005,21.78692198,168.5119629,42.86639786
She is not unsophisticated. He too is sophisticated.,sophisticated-unsophisticated,y,mp,y,fm,12.20233917,22.31837511,174.4617004,45.51230621
He is successful. She too is successful.,successful-unsuccessful,y,pp,n,mf,2.586891174,5.188374519,119.6607513,31.25320816
He is unsuccessful. She too is unsuccessful.,successful-unsuccessful,y,mm,n,mf,2.901885986,6.61452198,115.5307541,35.21575928
