,Unnamed: 0.1,Unnamed: 0,sentence,adjectives,transparency,polarity,negation,gender,roberta_large_mnli_contradiction_scores,roberta_large_mnli_entailment_scores,deberta_large_mnli_contradiction_scores,deberta_large_mnli_entailment_scores
1377,1377,1377,He is stingy. He is stingy.,generous-stingy,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1378,1378,1378,He is generous. He is stingy.,generous-stingy,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1379,1379,1379,He is stingy. He is generous.,generous-stingy,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1380,1380,1380,He is not generous. He is generous.,generous-stingy,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1381,1381,1381,He is not stingy. He is stingy.,generous-stingy,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1382,1382,1382,He is not generous. He is stingy.,generous-stingy,n,pm,y,mm,0.986825168132782,0.7201987504959106,0.983466386795044,0.8581361174583435
1383,1383,1383,He is not stingy. He is generous.,generous-stingy,n,mp,y,mm,0.3627610504627228,0.5793830156326294,0.194427877664566,0.4698270559310913
1384,1384,1384,She is generous. She is generous.,generous-stingy,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1385,1385,1385,She is stingy. She is stingy.,generous-stingy,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1386,1386,1386,She is generous. She is stingy.,generous-stingy,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1387,1387,1387,She is stingy. She is generous.,generous-stingy,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1388,1388,1388,She is not generous. She is generous.,generous-stingy,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1389,1389,1389,She is not stingy. She is stingy.,generous-stingy,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1390,1390,1390,She is not generous. She is stingy.,generous-stingy,n,pm,y,ff,0.9860708713531494,0.7307007908821106,0.9858412146568298,0.8599298596382141
1391,1391,1391,She is not stingy. She is generous.,generous-stingy,n,mp,y,ff,0.30400151014328003,0.5951544046401978,0.2057330310344696,0.4727742075920105
1392,1392,1392,He is happy. He is happy.,happy-sad,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1393,1393,1393,He is sad. He is sad.,happy-sad,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1394,1394,1394,He is happy. He is sad.,happy-sad,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1395,1395,1395,He is sad. He is happy.,happy-sad,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1396,1396,1396,He is not happy. He is happy.,happy-sad,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1397,1397,1397,He is not sad. He is sad.,happy-sad,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1398,1398,1398,He is not happy. He is sad.,happy-sad,n,pm,y,mm,0.957436203956604,0.8869665265083313,0.9820954203605652,0.9013900756835938
1399,1399,1399,He is not sad. He is happy.,happy-sad,n,mp,y,mm,0.559752345085144,0.8834719657897949,0.3769291043281555,0.6952196359634399
1400,1400,1400,She is happy. She is happy.,happy-sad,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1401,1401,1401,She is sad. She is sad.,happy-sad,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1402,1402,1402,She is happy. She is sad.,happy-sad,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1403,1403,1403,She is sad. She is happy.,happy-sad,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1404,1404,1404,She is not happy. She is happy.,happy-sad,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1405,1405,1405,She is not sad. She is sad.,happy-sad,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1406,1406,1406,She is not happy. She is sad.,happy-sad,n,pm,y,ff,0.9480048418045044,0.9161732792854309,0.9847233295440674,0.9222986698150636
1407,1407,1407,She is not sad. She is happy.,happy-sad,n,mp,y,ff,0.5320773124694824,0.8910475373268127,0.3634113371372223,0.7133411169052124
1408,1408,1408,He is happy. He is happy.,happy-unhappy,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1409,1409,1409,He is unhappy. He is unhappy.,happy-unhappy,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1410,1410,1410,He is happy. He is unhappy.,happy-unhappy,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1411,1411,1411,He is unhappy. He is happy.,happy-unhappy,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1412,1412,1412,He is not happy. He is happy.,happy-unhappy,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1413,1413,1413,He is not unhappy. He is unhappy.,happy-unhappy,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1414,1414,1414,He is not happy. He is unhappy.,happy-unhappy,y,pm,y,mm,0.9605753421783447,0.8433569669723511,0.984435737133026,0.9579067230224608
1415,1415,1415,He is not unhappy. He is happy.,happy-unhappy,y,mp,y,mm,0.37294504046440125,0.8526570200920105,0.1411067843437194,0.7239944934844971
1416,1416,1416,She is happy. She is happy.,happy-unhappy,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1417,1417,1417,She is unhappy. She is unhappy.,happy-unhappy,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1418,1418,1418,She is happy. She is unhappy.,happy-unhappy,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1419,1419,1419,She is unhappy. She is happy.,happy-unhappy,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1420,1420,1420,She is not happy. She is happy.,happy-unhappy,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1421,1421,1421,She is not unhappy. She is unhappy.,happy-unhappy,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1422,1422,1422,She is not happy. She is unhappy.,happy-unhappy,y,pm,y,ff,0.9607786536216736,0.887295663356781,0.986473262310028,0.9627549648284912
1423,1423,1423,She is not unhappy. She is happy.,happy-unhappy,y,mp,y,ff,0.38797837495803833,0.8668792843818665,0.1391912847757339,0.7620545625686646
1424,1424,1424,He is wealthy. He is wealthy.,wealthy-poor,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1425,1425,1425,He is poor. He is poor.,wealthy-poor,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1426,1426,1426,He is wealthy. He is poor.,wealthy-poor,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1427,1427,1427,He is poor. He is wealthy.,wealthy-poor,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1428,1428,1428,He is not wealthy. He is wealthy.,wealthy-poor,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1429,1429,1429,He is not poor. He is poor.,wealthy-poor,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1430,1430,1430,He is not wealthy. He is poor.,wealthy-poor,n,pm,y,mm,0.9271277189254761,0.8313879370689392,0.9617197513580322,0.8113569021224976
1431,1431,1431,He is not poor. He is wealthy.,wealthy-poor,n,mp,y,mm,0.829297661781311,0.7792711853981018,0.7719931602478027,0.7724402546882629
1432,1432,1432,She is wealthy. She is wealthy.,wealthy-poor,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1433,1433,1433,She is poor. She is poor.,wealthy-poor,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1434,1434,1434,She is wealthy. She is poor.,wealthy-poor,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1435,1435,1435,She is poor. She is wealthy.,wealthy-poor,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1436,1436,1436,She is not wealthy. She is wealthy.,wealthy-poor,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1437,1437,1437,She is not poor. She is poor.,wealthy-poor,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1438,1438,1438,She is not wealthy. She is poor.,wealthy-poor,n,pm,y,ff,0.928565263748169,0.8462866544723511,0.9669968485832214,0.8275250792503357
1439,1439,1439,She is not poor. She is wealthy.,wealthy-poor,n,mp,y,ff,0.8217388987541199,0.8035286068916321,0.7647151947021484,0.7770792245864868
1440,1440,1440,He is rich. He is rich.,rich-poor,n,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1441,1441,1441,He is poor. He is poor.,rich-poor,n,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1442,1442,1442,He is rich. He is poor.,rich-poor,n,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1443,1443,1443,He is poor. He is rich.,rich-poor,n,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1444,1444,1444,He is not rich. He is rich.,rich-poor,n,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1445,1445,1445,He is not poor. He is poor.,rich-poor,n,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1446,1446,1446,He is not rich. He is poor.,rich-poor,n,pm,y,mm,0.9366794228553772,0.8185535669326782,0.952177345752716,0.8001106381416321
1447,1447,1447,He is not poor. He is rich.,rich-poor,n,mp,y,mm,0.852041482925415,0.805492103099823,0.7664550542831421,0.7299739122390747
1448,1448,1448,She is rich. She is rich.,rich-poor,n,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1449,1449,1449,She is poor. She is poor.,rich-poor,n,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1450,1450,1450,She is rich. She is poor.,rich-poor,n,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1451,1451,1451,She is poor. She is rich.,rich-poor,n,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1452,1452,1452,She is not rich. She is rich.,rich-poor,n,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1453,1453,1453,She is not poor. She is poor.,rich-poor,n,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1454,1454,1454,She is not rich. She is poor.,rich-poor,n,pm,y,ff,0.9335277080535889,0.8366245031356812,0.9598897695541382,0.8249664902687073
1455,1455,1455,She is not poor. She is rich.,rich-poor,n,mp,y,ff,0.8426273465156555,0.8141266107559204,0.7754530310630798,0.722210705280304
1456,1456,1456,He is communicative. He is communicative.,communicative-uncommunicative,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1457,1457,1457,He is uncommunicative. He is uncommunicative.,communicative-uncommunicative,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1458,1458,1458,He is communicative. He is uncommunicative.,communicative-uncommunicative,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1459,1459,1459,He is uncommunicative. He is communicative.,communicative-uncommunicative,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1460,1460,1460,He is not communicative. He is communicative.,communicative-uncommunicative,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1461,1461,1461,He is not uncommunicative. He is uncommunicative.,communicative-uncommunicative,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1462,1462,1462,He is not communicative. He is uncommunicative.,communicative-uncommunicative,y,pm,y,mm,0.9639697074890137,0.5032215714454651,0.9890910983085632,0.9374672770500184
1463,1463,1463,He is not uncommunicative. He is communicative.,communicative-uncommunicative,y,mp,y,mm,0.5079172849655151,0.8609740138053894,0.230218306183815,0.8631808757781982
1464,1464,1464,She is communicative. She is communicative.,communicative-uncommunicative,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1465,1465,1465,She is uncommunicative. She is uncommunicative.,communicative-uncommunicative,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1466,1466,1466,She is communicative. She is uncommunicative.,communicative-uncommunicative,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1467,1467,1467,She is uncommunicative. She is communicative.,communicative-uncommunicative,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1468,1468,1468,She is not communicative. She is communicative.,communicative-uncommunicative,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1469,1469,1469,She is not uncommunicative. She is uncommunicative.,communicative-uncommunicative,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1470,1470,1470,She is not communicative. She is uncommunicative.,communicative-uncommunicative,y,pm,y,ff,0.9626470804214478,0.5398491621017456,0.9893593192100524,0.9459624886512756
1471,1471,1471,She is not uncommunicative. She is communicative.,communicative-uncommunicative,y,mp,y,ff,0.4679739475250244,0.8547860980033875,0.2469562590122223,0.8878083229064941
1472,1472,1472,He is convincing. He is convincing.,convincing-unconvincing,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1473,1473,1473,He is unconvincing. He is unconvincing.,convincing-unconvincing,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1474,1474,1474,He is convincing. He is unconvincing.,convincing-unconvincing,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1475,1475,1475,He is unconvincing. He is convincing.,convincing-unconvincing,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1476,1476,1476,He is not convincing. He is convincing.,convincing-unconvincing,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1477,1477,1477,He is not unconvincing. He is unconvincing.,convincing-unconvincing,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1478,1478,1478,He is not convincing. He is unconvincing.,convincing-unconvincing,y,pm,y,mm,0.9849041700363159,0.6556656360626221,0.9819207191467284,0.8833597898483276
1479,1479,1479,He is not unconvincing. He is convincing.,convincing-unconvincing,y,mp,y,mm,0.18340635299682617,0.7653805017471313,0.1079049184918403,0.706425666809082
1480,1480,1480,She is convincing. She is convincing.,convincing-unconvincing,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1481,1481,1481,She is unconvincing. She is unconvincing.,convincing-unconvincing,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1482,1482,1482,She is convincing. She is unconvincing.,convincing-unconvincing,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1483,1483,1483,She is unconvincing. She is convincing.,convincing-unconvincing,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1484,1484,1484,She is not convincing. She is convincing.,convincing-unconvincing,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1485,1485,1485,She is not unconvincing. She is unconvincing.,convincing-unconvincing,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1486,1486,1486,She is not convincing. She is unconvincing.,convincing-unconvincing,y,pm,y,ff,0.9846639633178711,0.7303212285041809,0.9867410063743592,0.8909999132156372
1487,1487,1487,She is not unconvincing. She is convincing.,convincing-unconvincing,y,mp,y,ff,0.2167329043149948,0.8136277198791504,0.1191640645265579,0.7334396839141846
1488,1488,1488,He is desirable. He is desirable.,desirable-undesirable,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1489,1489,1489,He is undesirable. He is undesirable.,desirable-undesirable,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1490,1490,1490,He is desirable. He is undesirable.,desirable-undesirable,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1491,1491,1491,He is undesirable. He is desirable.,desirable-undesirable,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1492,1492,1492,He is not desirable. He is desirable.,desirable-undesirable,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1493,1493,1493,He is not undesirable. He is undesirable.,desirable-undesirable,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1494,1494,1494,He is not desirable. He is undesirable.,desirable-undesirable,y,pm,y,mm,0.9270188808441162,0.6229423880577087,0.9837340116500854,0.9500550627708436
1495,1495,1495,He is not undesirable. He is desirable.,desirable-undesirable,y,mp,y,mm,0.26092013716697693,0.7777010798454285,0.1393588185310363,0.6822027564048767
1496,1496,1496,She is desirable. She is desirable.,desirable-undesirable,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1497,1497,1497,She is undesirable. She is undesirable.,desirable-undesirable,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1498,1498,1498,She is desirable. She is undesirable.,desirable-undesirable,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1499,1499,1499,She is undesirable. She is desirable.,desirable-undesirable,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1500,1500,1500,She is not desirable. She is desirable.,desirable-undesirable,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1501,1501,1501,She is not undesirable. She is undesirable.,desirable-undesirable,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1502,1502,1502,She is not desirable. She is undesirable.,desirable-undesirable,y,pm,y,ff,0.9360755085945129,0.675959587097168,0.9854305386543274,0.9548540711402892
1503,1503,1503,She is not undesirable. She is desirable.,desirable-undesirable,y,mp,y,ff,0.2641272246837616,0.790790855884552,0.1274018734693527,0.725263774394989
1504,1504,1504,He is determined. He is determined.,determined-undetermined,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1505,1505,1505,He is undetermined. He is undetermined.,determined-undetermined,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1506,1506,1506,He is determined. He is undetermined.,determined-undetermined,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1507,1507,1507,He is undetermined. He is determined.,determined-undetermined,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1508,1508,1508,He is not determined. He is determined.,determined-undetermined,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1509,1509,1509,He is not undetermined. He is undetermined.,determined-undetermined,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1510,1510,1510,He is not determined. He is undetermined.,determined-undetermined,y,pm,y,mm,0.9454803466796875,0.14430291950702667,0.9680100083351136,0.1864853054285049
1511,1511,1511,He is not undetermined. He is determined.,determined-undetermined,y,mp,y,mm,0.43268662691116333,0.8981725573539734,0.3237552642822265,0.842321515083313
1512,1512,1512,She is determined. She is determined.,determined-undetermined,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1513,1513,1513,She is undetermined. She is undetermined.,determined-undetermined,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1514,1514,1514,She is determined. She is undetermined.,determined-undetermined,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1515,1515,1515,She is undetermined. She is determined.,determined-undetermined,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1516,1516,1516,She is not determined. She is determined.,determined-undetermined,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1517,1517,1517,She is not undetermined. She is undetermined.,determined-undetermined,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1518,1518,1518,She is not determined. She is undetermined.,determined-undetermined,y,pm,y,ff,0.9550331234931946,0.18603964149951935,0.9718447923660278,0.2261878848075866
1519,1519,1519,She is not undetermined. She is determined.,determined-undetermined,y,mp,y,ff,0.4385198950767517,0.8974906206130981,0.3571071326732635,0.812924325466156
1520,1520,1520,He is manageable. He is manageable.,manageable-unmanageable,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1521,1521,1521,He is unmanageable. He is unmanageable.,manageable-unmanageable,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1522,1522,1522,He is manageable. He is unmanageable.,manageable-unmanageable,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1523,1523,1523,He is unmanageable. He is manageable.,manageable-unmanageable,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1524,1524,1524,He is not manageable. He is manageable.,manageable-unmanageable,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1525,1525,1525,He is not unmanageable. He is unmanageable.,manageable-unmanageable,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1526,1526,1526,He is not manageable. He is unmanageable.,manageable-unmanageable,y,pm,y,mm,0.9810610413551331,0.6070238351821899,0.984530508518219,0.8540934324264526
1527,1527,1527,He is not unmanageable. He is manageable.,manageable-unmanageable,y,mp,y,mm,0.18410329520702362,0.8205937147140503,0.0970915853977203,0.839216947555542
1528,1528,1528,She is manageable. She is manageable.,manageable-unmanageable,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1529,1529,1529,She is unmanageable. She is unmanageable.,manageable-unmanageable,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1530,1530,1530,She is manageable. She is unmanageable.,manageable-unmanageable,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1531,1531,1531,She is unmanageable. She is manageable.,manageable-unmanageable,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1532,1532,1532,She is not manageable. She is manageable.,manageable-unmanageable,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1533,1533,1533,She is not unmanageable. She is unmanageable.,manageable-unmanageable,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1534,1534,1534,She is not manageable. She is unmanageable.,manageable-unmanageable,y,pm,y,ff,0.9848373532295227,0.8009905815124512,0.988743782043457,0.8389433026313782
1535,1535,1535,She is not unmanageable. She is manageable.,manageable-unmanageable,y,mp,y,ff,0.14141032099723816,0.8460362553596497,0.1046551316976547,0.8531510829925537
1536,1536,1536,He is predictable. He is predictable.,predictable-unpredictable,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1537,1537,1537,He is unpredictable. He is unpredictable.,predictable-unpredictable,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1538,1538,1538,He is predictable. He is unpredictable.,predictable-unpredictable,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1539,1539,1539,He is unpredictable. He is predictable.,predictable-unpredictable,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1540,1540,1540,He is not predictable. He is predictable.,predictable-unpredictable,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1541,1541,1541,He is not unpredictable. He is unpredictable.,predictable-unpredictable,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1542,1542,1542,He is not predictable. He is unpredictable.,predictable-unpredictable,y,pm,y,mm,0.982915997505188,0.36971884965896606,0.9640446901321412,0.655343234539032
1543,1543,1543,He is not unpredictable. He is predictable.,predictable-unpredictable,y,mp,y,mm,0.18900001049041748,0.8741741180419922,0.3898349404335022,0.8446598649024963
1544,1544,1544,She is predictable. She is predictable.,predictable-unpredictable,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1545,1545,1545,She is unpredictable. She is unpredictable.,predictable-unpredictable,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1546,1546,1546,She is predictable. She is unpredictable.,predictable-unpredictable,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1547,1547,1547,She is unpredictable. She is predictable.,predictable-unpredictable,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1548,1548,1548,She is not predictable. She is predictable.,predictable-unpredictable,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1549,1549,1549,She is not unpredictable. She is unpredictable.,predictable-unpredictable,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1550,1550,1550,She is not predictable. She is unpredictable.,predictable-unpredictable,y,pm,y,ff,0.985863983631134,0.4277072846889496,0.9707928895950316,0.6804067492485046
1551,1551,1551,She is not unpredictable. She is predictable.,predictable-unpredictable,y,mp,y,ff,0.2470327764749527,0.8683266639709473,0.4027153849601745,0.8695385456085205
1552,1552,1552,He is reasonable. He is reasonable.,reasonable-unreasonable,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1553,1553,1553,He is unreasonable. He is unreasonable.,reasonable-unreasonable,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1554,1554,1554,He is reasonable. He is unreasonable.,reasonable-unreasonable,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1555,1555,1555,He is unreasonable. He is reasonable.,reasonable-unreasonable,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1556,1556,1556,He is not reasonable. He is reasonable.,reasonable-unreasonable,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1557,1557,1557,He is not unreasonable. He is unreasonable.,reasonable-unreasonable,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1558,1558,1558,He is not reasonable. He is unreasonable.,reasonable-unreasonable,y,pm,y,mm,0.9863197803497314,0.460054874420166,0.9919230341911316,0.9084688425064088
1559,1559,1559,He is not unreasonable. He is reasonable.,reasonable-unreasonable,y,mp,y,mm,0.05168328061699867,0.7603138089179993,0.0512548498809337,0.3999357223510742
1560,1560,1560,She is reasonable. She is reasonable.,reasonable-unreasonable,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1561,1561,1561,She is unreasonable. She is unreasonable.,reasonable-unreasonable,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1562,1562,1562,She is reasonable. She is unreasonable.,reasonable-unreasonable,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1563,1563,1563,She is unreasonable. She is reasonable.,reasonable-unreasonable,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1564,1564,1564,She is not reasonable. She is reasonable.,reasonable-unreasonable,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1565,1565,1565,She is not unreasonable. She is unreasonable.,reasonable-unreasonable,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1566,1566,1566,She is not reasonable. She is unreasonable.,reasonable-unreasonable,y,pm,y,ff,0.9866551756858826,0.5594495534896851,0.9921676516532898,0.9171345829963684
1567,1567,1567,She is not unreasonable. She is reasonable.,reasonable-unreasonable,y,mp,y,ff,0.06956470757722855,0.7538910508155823,0.0532133616507053,0.3462144732475281
1568,1568,1568,He is remarkable. He is remarkable.,remarkable-unremarkable,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1569,1569,1569,He is unremarkable. He is unremarkable.,remarkable-unremarkable,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
1570,1570,1570,He is remarkable. He is unremarkable.,remarkable-unremarkable,y,pm,n,mm,-1.0,-1.0,-1.0,-1.0
1571,1571,1571,He is unremarkable. He is remarkable.,remarkable-unremarkable,y,mp,n,mm,-1.0,-1.0,-1.0,-1.0
1572,1572,1572,He is not remarkable. He is remarkable.,remarkable-unremarkable,y,pp,y,mm,-1.0,-1.0,-1.0,-1.0
1573,1573,1573,He is not unremarkable. He is unremarkable.,remarkable-unremarkable,y,mm,y,mm,-1.0,-1.0,-1.0,-1.0
1574,1574,1574,He is not remarkable. He is unremarkable.,remarkable-unremarkable,y,pm,y,mm,0.8764623999595642,0.4636317193508148,0.9375675320625304,0.8268463015556335
1575,1575,1575,He is not unremarkable. He is remarkable.,remarkable-unremarkable,y,mp,y,mm,0.7571021914482117,0.8715128898620605,0.124302789568901,0.5859473943710327
1576,1576,1576,She is remarkable. She is remarkable.,remarkable-unremarkable,y,pp,n,ff,-1.0,-1.0,-1.0,-1.0
1577,1577,1577,She is unremarkable. She is unremarkable.,remarkable-unremarkable,y,mm,n,ff,-1.0,-1.0,-1.0,-1.0
1578,1578,1578,She is remarkable. She is unremarkable.,remarkable-unremarkable,y,pm,n,ff,-1.0,-1.0,-1.0,-1.0
1579,1579,1579,She is unremarkable. She is remarkable.,remarkable-unremarkable,y,mp,n,ff,-1.0,-1.0,-1.0,-1.0
1580,1580,1580,She is not remarkable. She is remarkable.,remarkable-unremarkable,y,pp,y,ff,-1.0,-1.0,-1.0,-1.0
1581,1581,1581,She is not unremarkable. She is unremarkable.,remarkable-unremarkable,y,mm,y,ff,-1.0,-1.0,-1.0,-1.0
1582,1582,1582,She is not remarkable. She is unremarkable.,remarkable-unremarkable,y,pm,y,ff,0.9159837961196899,0.5293819308280945,0.9467707872390748,0.844463586807251
1583,1583,1583,She is not unremarkable. She is remarkable.,remarkable-unremarkable,y,mp,y,ff,0.7574364542961121,0.8811514973640442,0.1459159702062606,0.606265127658844
1584,1584,1584,He is sophisticated. He is sophisticated.,sophisticated-unsophisticated,y,pp,n,mm,-1.0,-1.0,-1.0,-1.0
1585,1585,1585,He is unsophisticated. He is unsophisticated.,sophisticated-unsophisticated,y,mm,n,mm,-1.0,-1.0,-1.0,-1.0
